,GBC_PC1_ztstat,GBC_PC2_ztstat,GBC_PC3_ztstat,GBC_PC4_ztstat,GBC_PC5_ztstat
TBC1D28,0.04494361,0.06570231,0.000509782,0.003162983,0.094205415
TBC1D29,,,,,
TBC1D2B,-0.071223493,0.038990373,-0.175318449,0.099890278,0.021889867
TBC1D3,-0.282232337,0.020745237,-0.23337057,0.081290098,-0.223290933
TBC1D30,-0.230906913,0.094280123,-0.022230138,0.014334086,0.139429904
TBC1D3E,-0.088841754,-0.011545053,-0.082229543,0.018088032,-0.069764791
TBC1D3P5,-0.030566649,-0.051764138,-0.090412677,0.060595461,-0.043682638
TBC1D4,-0.208115051,0.085766228,0.043641808,-0.014137412,0.137582281
TBC1D5,0.174408679,-0.009025854,0.041979528,0.038825984,0.053496735
TBC1D7,0.310400616,0.050265723,0.119986502,0.070039256,0.249641473
TBC1D8,-0.24764173,0.082832766,-0.051787995,0.195773534,0.115902257
TBC1D8B,0.008076401,0.087053462,0.077951676,-0.090242272,0.133252596
TBC1D9,-0.058154575,0.127310918,-0.131134718,0.108874768,0.13205874
TBC1D9B,-0.01561636,0.007840979,-0.031130231,0.138470218,0.093751415
TBCA,0.250900804,-0.108709399,-0.045950864,0.125072821,0.01531335
TBCB,0.314779171,0.062467674,-0.039497701,0.112321032,0.106142813
TBCC,-0.0312423,0.077675364,0.0354359,0.133877924,0.254382957
TBCCD1,-0.002758649,0.145744766,0.068431494,0.070617817,0.177345815
TBCD,0.296372992,-0.052244332,-0.04948329,0.117000816,0.010443246
TBCEL,-0.153232095,0.117776079,-0.099073812,0.049584115,0.043137455
TBK1,0.09590745,-0.013737427,0.10610217,-0.005660437,0.04122402
TBKBP1,0.043703592,0.143535857,-0.116267328,0.15800386,0.101173595
TBL1X,-0.003082068,0.037091463,-0.090754256,0.130723072,0.135151267
TBL1XR1,0.250931558,-0.033372614,0.108497899,0.017434166,0.105276109
TBL1Y,-0.034949237,-0.014361949,-0.094686419,0.061824066,0.114256998
TBL2,0.31512219,-0.063557416,0.098109716,0.045145026,0.070729512
TBL3,0.192893844,-0.020619341,0.004403612,0.032760641,0.096589608
TBP,0.027102797,-0.032398369,0.091229567,0.014392395,-0.024358845
TBPL1,0.265755826,-0.050823787,-0.060498177,0.145335072,0.024344122
TBR1,-0.413949682,0.106707624,-0.089735644,0.038159858,-0.063460441
TBRG1,-0.130046907,0.197918468,-0.042012158,0.212238284,0.234603635
TBRG4,0.088645235,0.13091595,-0.026713915,0.175560839,0.23249657
TBX1,0.026596524,-0.082237447,0.159242354,-0.085521452,0.085605884
TBX10,0.102867865,-0.094765216,0.112930161,-0.084085357,0.109173608
TBX15,0.158622048,0.109546498,-0.068812761,0.130192977,0.080120523
TBX18,-0.405789492,0.375210972,-0.379649037,0.401839679,0.175560396
TBX19,0.133770061,-0.001007306,-0.068173932,0.083312573,0.069266254
TBX2,0.130814092,0.08162123,0.236105698,0.05686274,0.396071342
TBX20,-0.009648845,-0.243453506,0.042350642,-0.291944556,-0.479588268
TBX21,-0.246307812,0.136101453,-0.083184544,0.160729843,-0.122299885
TBX3,0.032693772,-0.085408417,0.218464586,-0.062412467,0.062081072
TBX4,,,,,
TBX5,-0.101008843,0.043495815,-0.08444251,0.109217611,0.132761379
TBX5-AS1,0.185532208,-0.250364117,0.266173351,-0.085789279,0.211673793
TBX6,-0.258281498,-0.02253995,0.009831694,-0.238803998,-0.43934757
TBXA2R,0.364184227,-0.047699267,0.128317049,0.042615304,0.053017365
TBXAS1,0.006498521,-0.007306494,-0.060215181,0.026150922,-0.00484651
TC2N,0.047413435,-0.022322449,0.099180175,0.103656069,0.254423688
TCAM1,-0.051356029,0.098715762,-0.127673728,0.080695376,-0.093028733
TCAP,0.10424466,-0.039329382,-0.096894598,-0.008788835,-0.231763031
TCEA1P2,0.071087522,0.060449519,-0.143493282,-0.002948511,0.076021057
TCEA2,0.292190166,-0.027786665,0.220213404,0.103970984,0.238893861
TCEA3,0.415499884,-0.067576144,0.067822393,0.058740223,0.04783119
TCEAL1,0.033903956,-0.221242651,0.052882201,-0.213557264,-0.356066638
TCEAL2,-0.21112824,0.013938185,-0.122626239,-0.01880956,-0.076751939
TCEAL3,-0.11637501,0.191081324,-0.291276703,0.239638894,0.128570515
TCEAL4,-0.189825029,0.096201193,-0.219643319,-0.01759458,-0.09593884
TCEAL5,0.146723236,-0.112877297,0.094230997,-0.18778228,-0.16318893
TCEAL6,-0.323521138,0.215498749,-0.265461727,0.264554774,0.11568013
TCEAL7,0.247308828,-0.053390919,0.052705097,0.086939272,0.04766283
TCEAL8,-0.033609231,0.064734686,0.026484976,-0.056831633,-0.064695641
TCEANC,0.16211923,-0.012599702,0.066419971,0.041101448,0.098502326
TCEB1,0.231897917,0.016715327,0.0677443,0.114244867,0.242953515
TCEB2,0.124874556,-0.112233625,0.10252734,-0.119156612,-0.029854363
TCEB3,0.219332403,-0.016443071,0.063415766,-0.005906601,0.086725579
TCEB3B,-0.37547998,-0.04389899,-0.150865012,-0.113470152,-0.366988028
TCEB3C,0.282565023,-0.293332885,0.259607196,-0.194045303,0.156512101
TCERG1,-0.251622135,0.086792159,-0.065456298,0.006158917,-0.05012121
TCERG1L,0.50214679,-0.224113211,0.476561414,-0.240169926,0.226651612
TCF12,0.059052509,0.033906335,-0.021531324,0.039045321,0.058181026
TCF15,0.105811786,0.026873604,0.074713136,0.119957346,0.12985426
TCF19,0.392844002,-0.056768008,0.218327688,-0.00655051,0.367262987
TCF20,0.151650479,-0.093437545,0.094398241,-0.050700346,-0.255725431
TCF21,-0.402769829,0.144039184,-0.129107383,0.24882543,0.083677827
TCF23,0.216311328,-0.159340646,0.122334707,-0.109987093,-0.105750964
TCF25,-0.032766202,0.163693811,-0.079729617,0.183924545,0.114708635
TCF3,0.089434575,0.002923281,0.078625494,-0.230621561,-0.09381955
TCF4,0.047617116,-0.119075416,0.174655177,-0.085322514,-0.061579372
TCF7,0.042723559,-0.099193175,-0.032920325,0.001966118,0.067406722
TCF7L1,0.310517696,-0.065826215,-0.027776363,0.030895805,-0.05663871
TCF7L2,-0.230256625,0.174755245,0.053878707,-0.025392222,0.001410698
TCFL5,0.164500338,0.023281257,0.163884261,-0.10754311,0.05189533
TCHH,-0.246944721,0.181298945,-0.057458985,0.193898873,0.15571401
TCHHL1,-0.462528575,0.383918928,-0.228662739,0.254894267,0.107062536
TCHP,-0.242116553,0.070314589,-0.029883927,-0.050085848,-0.038781334
TCIRG1,-0.006224029,0.21658109,-0.036793697,0.117265123,0.309167153
TCL1A,0.285297391,-0.126056412,0.10943244,-0.15428714,0.00364245
TCL1B,-0.087943369,0.090250575,-0.021962468,-0.026735606,0.020090409
TCL6,0.103676926,-0.135136173,0.052849747,0.003324236,0.000281363
TCN1,-0.071421569,-0.132861518,-0.167499003,-0.159831246,-0.421318828
TCN2,0.023504407,0.061238268,0.077089709,-0.042104236,0.095033852
TCOF1,0.086890772,-0.003564732,0.146987353,-0.124835062,0.093666047
TCP1,0.048149921,0.116681774,-0.216298015,0.193145688,0.007100932
TCP10,0.157749944,0.045723725,0.021306563,0.045063301,0.123955268
TCP10L,0.425528062,-0.154003542,0.209821665,-0.101426552,0.009416869
TCP11,-0.161846973,0.1190414,-0.141385599,-0.164619249,-0.355193361
TCP11L1,0.083784462,0.038519492,0.075152442,-0.077494773,-0.105215211
TCP11L2,-0.077905077,0.239892231,-0.123436744,0.110195415,0.130361318
TCP1P3,0.107582747,-0.057247691,0.011270119,0.029869855,0.013288436
TCTA,0.373312232,-0.048853008,0.02233514,0.045632436,0.117994022
TCTE1,0.418886138,-0.114783288,0.093997023,-0.057240328,-0.069096007
TCTE3,0.117641783,-0.030248389,0.027466071,-0.009635009,0.038164301
TCTEX1D1,-0.28064499,0.086100291,0.044969609,-0.005005337,0.09527005
TCTEX1D2,0.194396573,-0.054884519,-0.07972545,0.151237491,-0.038818249
TCTEX1D4,-0.323986321,-0.029799407,-0.067811754,-0.151186914,-0.345584825
TCTN1,0.365630614,-0.092917664,0.077333972,-0.016481247,-0.024639137
TCTN2,-0.136852444,0.039127306,-0.020778852,0.065263825,0.050684753
TCTN3,0.205728727,-0.09555064,0.039346384,0.092748221,0.078013047
TDG,-0.28890502,0.120292841,-0.050343879,0.120669288,0.065058673
TDGF1,-0.000752858,0.112342011,0.125578235,0.105057734,0.251375751
TDGF1P3,0.255434856,0.110228404,0.084443899,0.05745946,0.272267378
TDH,-0.250943491,0.078595598,-0.136827432,0.156757839,0.239690027
TDO2,0.254941112,0.000411568,0.142369744,0.09419968,0.403346814
TDP1,-0.002345505,0.15324724,-0.159263371,0.092225688,0.011318357
TDRD1,-0.353821547,0.171751216,-0.022853783,-0.058949252,-0.027027647
TDRD10,-0.027923203,-0.002490665,0.058593136,0.02997098,0.141752186
TDRD12,0.065548366,-0.058202102,-0.06293304,0.059164473,-0.129596905
TDRD3,-0.245908622,0.095326211,-0.014414332,0.037466232,0.124636385
TDRD5,0.351788527,-0.159764909,0.152387641,-0.16307386,-0.054241606
TDRD6,-0.403563409,0.163459093,-0.122837815,0.011444583,-0.016232237
TDRD7,0.256583459,-0.083680008,0.352834211,-0.104045269,0.20705563
TDRD9,0.279951269,-0.059970898,-0.116892332,0.143844422,-0.135595147
TDRKH,0.415410967,-0.061314288,0.108879151,-0.020260091,0.048832879
TEAD1,0.223310695,-0.023803421,0.000571277,-0.045095215,-0.138683063
TEAD2,-0.221979521,0.150625442,-0.161553408,-0.069853873,-0.401448124
TEAD3,0.094714885,-0.128917467,0.026576463,-0.025101812,-0.060408048
TEAD4,-0.210602459,0.200628258,-0.034332274,0.189079994,0.325719428
TECPR1,0.25196774,-0.006261021,0.016803961,0.063788722,0.066083891
TECPR2,-0.172160161,0.066922377,-0.07532198,0.02531245,-0.171513252
TECRL,0.331121665,-0.455289664,0.237407828,-0.130858054,-0.046007488
TECTA,-0.030400036,0.030762399,-0.149162316,0.265628018,0.338597954
TEF,0.05765851,-0.08573396,-0.103210781,0.001370914,-0.172098311
TEFM,0.121610141,-0.007071397,0.054701463,0.037333898,0.091491525
TEK,0.321945998,-0.145941588,0.09443753,-0.12692552,-0.152430201
TEKT1,,,,,
TEKT2,0.18260814,0.010288818,-0.076049511,0.103137449,-0.118295027
TEKT3,-0.411788338,0.082304203,-0.185647909,-0.000364894,-0.300521717
TEKT4,0.253746531,-0.032345652,0.152633631,-0.032986455,0.179114347
TEKT4P2,0.23914853,0.005822324,0.147792567,-0.130902678,0.140174555
TEKT5,0.181474582,-0.058155025,0.14582333,-0.094474721,0.035350752
TELO2,0.277195491,-0.073068143,0.062342248,0.002613439,0.065216914
TENC1,0.012605874,0.052438235,0.019174638,0.008972889,0.121913265
TEP1,0.077663527,0.077881291,-0.066232045,0.122914246,0.144333102
TEPP,0.253098727,-0.142291733,0.023910102,0.088374947,-0.048094118
TERF1,0.2449221,-0.058426858,-0.013154877,0.062237451,0.048252604
TERF2,0.246617601,0.03515406,0.136815853,0.024013983,0.19424142
TERF2IP,-0.360196763,0.066944179,-0.25740598,0.132656532,-0.167892789
TERT,-0.048698308,0.022015856,-0.060229843,0.019888612,0.012138799
TES,0.142833243,0.069994725,0.135011377,-0.018474059,0.284491306
TESC,0.081999182,0.063848699,0.253842455,-0.045592028,0.316883864
TESK1,0.230464591,-0.029855734,0.217718916,-0.079609863,0.140881137
TESK2,0.069097794,0.039684097,-0.071082319,0.123898431,0.151867685
TET1,-0.079816904,0.080273344,-0.026046478,-0.053530826,0.142321645
TET2,-0.059483967,0.003925595,-0.115307378,0.057541762,-0.063476165
TET3,-0.070619358,-0.104707204,0.056593513,-0.072507662,0.031956678
TEX10,0.256826777,-0.093970264,0.135281651,-0.01162722,0.086743257
TEX101,-0.083795064,0.050765116,-0.191341331,0.08580342,-0.135355643
TEX11,,,,,
TEX12,-0.23091569,0.200993095,-0.242876181,0.026300757,-0.337513962
TEX13A,-0.376361185,0.207961675,-0.251117347,0.003616618,-0.307738136
TEX13B,-0.046849226,0.079460007,-0.111688996,0.109778242,-0.142066031
TEX14,-0.027316986,0.145600189,0.023830335,0.371097517,0.522461151
TEX15,0.217969126,0.006099468,-0.074462222,-0.018176588,-0.027398215
TEX19,0.356997342,-0.244225705,0.183931054,-0.019618146,0.141259722
TEX2,-0.139731833,0.237620454,-0.210773647,0.130933057,0.06568018
TEX26,0.144905991,0.006962337,-0.061310624,0.269071041,0.310012057
TEX261,0.012851695,0.146002288,-0.11931664,0.115786425,0.216209996
TEX264,0.190029845,0.02023795,0.075534091,0.086103547,0.254432468
TEX28,-0.002778812,-0.09340385,0.146020003,-0.046435739,0.222921926
TEX9,0.197698987,-0.027136072,-0.037440511,0.1230717,0.048664031
TF,-0.198035866,0.248444723,-0.146351403,0.193218935,0.188812474
TFAM,-0.124072659,0.109379662,0.056645871,0.048193445,0.179308866
TFAMP1,-0.015738525,0.082184796,6.86E-06,0.06543025,0.19788463
TFAP2A,-0.170699462,0.15795682,-0.283957807,0.008436416,-0.383005166
TFAP2B,,,,,
TFAP2C,0.049966116,-0.096408629,0.166176525,-0.16626895,-0.018708338
TFAP2D,0.313218235,-0.321341257,-0.018010139,0.016097748,-0.179748156
TFAP2E,-0.098000125,-0.024808166,-0.032704164,0.0960507,-0.039393792
TFAP4,-0.11951481,-0.200026109,0.154729565,-0.113687098,-0.114014493
TFB1M,-0.035712387,0.095431881,0.002958693,0.132144577,0.196748544
TFB2M,-0.161957943,0.100137495,0.018609015,-0.003898944,0.123959874
TFCP2,0.209981303,-9.18E-05,0.106976165,0.07211147,0.189009825
TFCP2L1,-0.209005981,-0.098123899,0.015635064,0.050935552,0.061532007
TFDP1,-0.192782582,0.185154242,-0.10681215,0.101312571,0.182496538
TFDP2,0.329214357,-0.042135556,0.086610387,0.08223713,0.19674689
TFDP3,-0.077530419,-0.118759765,-0.000263115,-0.065455276,-0.260722955
TFE3,0.2160998,-0.144318348,0.16712012,-0.02641928,0.175050723
TFEB,-0.149641433,0.188398305,-0.017562462,0.012596698,0.15444594
TFEC,0.154497589,0.071366798,-0.072577289,0.072280139,0.009664717
TFF1,-0.020821914,0.035902665,-0.063645019,0.143120114,0.139606232
TFF2,-0.299030296,0.138037177,-0.273509108,0.006792954,-0.241546349
TFF3,0.085968402,0.020587125,-0.070778925,0.119530588,0.166885836
TFG,0.008423319,0.098378973,-0.146545614,0.183456737,0.090377405
TFIP11,0.276156096,-0.036322992,0.147526096,0.002741567,0.239642023
TFPI,0.258862972,-0.077432215,0.278218944,-0.001783412,0.203060906
TFPI2,0.163641805,-0.00900266,-0.058437233,0.118557516,0.07462207
TFPT,0.367913937,-0.013361137,0.141145068,0.001643688,0.217724196
TFR2,0.030008893,0.068382522,-0.153294908,0.115601947,-0.033721334
TFRC,0.476110837,-0.081054479,0.203451978,-0.034109378,0.224309098
TG,0.314014406,0.000970043,-0.119424842,0.166608375,0.089028595
TGDS,-0.087289323,0.048761389,-0.043390469,0.158114459,0.058662025
TGFA,0.093844943,-0.100547636,-0.123754475,0.074844659,-0.07377718
TGFB1,0.246469425,-0.088992322,0.047162098,-0.078002099,0.044772165
TGFB1I1,-0.07460584,0.115284108,-0.036706899,-0.000287255,-0.00827677
TGFB2,0.204246804,-0.067222657,0.01718315,0.143741572,0.10446649
TGFB3,0.031779373,0.09595018,0.044820656,-0.050141983,0.029947995
TGFBI,0.408773682,-0.138981689,0.141167556,0.071759194,0.210491755
TGFBR1,-0.193238258,0.243793915,-0.132531795,0.168616634,0.367460267
TGFBR2,0.080104463,0.051248482,0.119754368,-0.009197886,0.063591347
TGFBR3,0.130518246,-0.068508782,0.020814329,-0.003227428,0.006201962
TGFBRAP1,-0.011016521,0.078332894,-0.012467899,-0.002566029,0.082387418
TGIF1,-0.17977476,0.031441854,-0.138797692,0.027839232,-0.04546702
TGIF2,-0.378536835,0.504029193,-0.374714531,0.349298701,0.252859929
TGIF2LY,-0.057180202,-0.133231724,-0.016658283,-0.060342572,-0.039760635
TGM1,-0.168404301,0.017443552,0.123203245,-0.037255235,0.068112096
TGM2,0.063565191,0.028542978,0.165974313,-0.055293947,0.150033008
TGM3,,,,,
TGM5,-0.162292054,-0.174362102,0.042912333,-0.207497176,-0.385350331
TGM6,0.317516429,0.029229946,0.130022017,0.105476282,0.41961439
TGM7,0.218645882,0.004021434,0.076534285,0.002092557,0.085915465
TGOLN2,0.173274964,0.1024131,-0.076938021,0.214068892,0.142779239
TGS1,-0.094865506,0.166173071,-0.049012911,0.180688053,0.28279674
TH,0.106403082,-0.030892723,0.030866951,-0.008546167,0.069148846
TH1L,-0.021528972,0.054295869,-0.037307487,0.02241063,0.0851572
THADA,0.341206821,-0.119440667,0.130545045,-0.080295534,0.011721408
THAP1,-0.180310426,0.079214172,-0.073270201,0.058769581,0.034753657
THAP10,-0.28251315,0.081651915,0.050134673,0.023524676,0.179406664
THAP11,0.169657372,0.056641737,0.005941314,0.164841576,0.139985033
THAP2,-0.031731404,0.071536545,-0.027956063,0.033453737,0.163786712
THAP3,0.017589949,0.104354644,0.037386608,0.038797474,0.192841636
THAP4,0.322194554,-0.057845916,0.092851821,0.027078946,0.128831279
THAP5,-0.103102957,0.096186748,-0.132630729,0.103844177,-0.025857859
THAP6,0.101572693,0.03319687,-0.031376468,0.136534917,0.142663587
THAP7,0.028747854,0.202406364,0.044461628,0.13998677,0.322495277
THAP8,0.406355539,-0.034846808,0.135484791,-0.018846311,0.065464937
THAP9,0.047619115,0.105594104,0.074011715,-0.034453694,0.146614462
THBD,0.211181011,0.051513815,-0.0060831,0.253125956,0.272112376
THBS1,0.065982046,-0.077113403,-0.045514077,0.073757329,-0.061871931
THBS2,-0.120026804,0.253928918,-0.101887824,0.11282434,0.179683319
THBS3,-0.237334347,0.077393624,0.011745883,-0.008160153,-0.078688601
THBS4,0.221405649,0.01763498,-0.035375146,0.228318862,0.243984199
THEG,0.150727476,0.00420893,0.150515653,-0.061542993,0.054006864
THEM4,-0.107344559,0.171905549,0.009355211,0.087703517,0.227674832
THEM5,0.076642597,0.121060336,-0.03128976,0.229198825,0.060963359
THEMIS,-0.193977494,0.202825506,-0.102988351,0.225226472,0.179053112
THG1L,-0.043987409,0.028227157,0.10717652,-0.091632804,-0.057937144
THNSL1,-0.002392278,-0.018431911,-0.010961709,-0.166157506,-0.248564734
THNSL2,0.386247005,-0.088423572,0.112333791,-0.039572122,-0.016390622
THOC1,-0.235183355,0.017588892,-0.088792523,-0.052326279,-0.068199968
THOC2,-0.217808173,0.094742818,-0.049400685,0.039853311,-0.056227479
THOC3,0.151790457,-0.013803119,-0.015743154,-0.023726507,-0.089877566
THOC4,0.242720415,0.067050614,-0.053273766,0.186982486,0.079676144
THOC5,-0.063357724,0.201319201,-0.080263013,0.249914962,0.321958695
THOC6,0.172866328,0.035116779,0.026331649,-0.003393856,0.036869988
THOC7,0.283331511,-0.078527998,0.099597507,0.02482404,0.044918522
THOP1,0.152340724,0.025519256,0.06133366,0.040768512,0.077881299
THPO,-0.148984104,0.152638882,-0.064627175,-0.174088541,-0.179423305
THRA,0.174744879,-0.053419505,-0.174783185,0.134015219,-0.155931776
THRAP3,-0.132151284,0.086483971,-0.055061125,0.133723167,-0.065855949
THRB,0.268257853,-0.123274484,0.167736664,-0.252699198,-0.184861552
THRSP,-0.096337511,-0.214032498,0.001337635,-0.210550403,-0.324007486
THSD1,0.237307125,-0.135241135,0.058165781,-0.05556227,-0.140497171
THSD4,-0.176987787,-0.114778986,0.072551661,-0.074276452,-0.01739572
THSD7A,-0.299764327,0.012241224,-0.183482485,0.043967191,-0.187881985
THSD7B,-0.093771214,-0.199628648,-0.027959542,-0.328954136,-0.568487722
THTPA,0.126266168,0.064015599,0.186411432,-0.02838456,0.232796599
THUMPD1,-0.055861772,-0.029837664,0.029737375,0.040754256,0.02927465
THUMPD2,-0.051207987,0.058855633,0.027947272,0.061372392,-0.005478231
THUMPD3,0.144448257,0.148819421,-0.035288791,0.149472656,0.230240631
THY1,0.302256324,-0.042064194,0.224531362,-0.182728137,-0.003965101
THYN1,0.055430733,0.036333182,-0.038664713,0.163417196,0.086149868
TIA1,-0.329346583,0.15890276,-0.174510833,-0.002557899,-0.139018811
TIAF1,-0.28235663,0.097768994,-0.234531796,-0.048970754,-0.344595794
TIAL1,-0.244695941,0.256790747,-0.209512892,0.119372849,0.180596587
TIAM1,-0.241315259,0.022695112,0.005886028,0.022228659,-0.079874069
TIAM2,-0.159540961,0.040141934,0.068781608,0.060671352,0.202071303
TICAM1,-0.154181766,0.025788191,0.121812401,0.116535789,0.235545673
TICAM2,-0.045192396,0.1202204,-0.173051391,0.069179433,0.097163744
TIE1,0.107789346,0.064230418,0.188179637,0.02140723,0.267304041
TIFA,-0.251186245,0.108548315,-0.024673811,0.055353539,0.144273714
TIFAB,-0.030289324,0.15137753,0.033194131,0.317828264,0.551718985
TIGD1,0.027871468,0.012128055,-0.088195438,0.076046559,-0.042049634
TIGD2,0.121081334,-0.073641572,0.058297391,0.006036652,-0.119575794
TIGD3,-0.150246103,0.077635978,0.128304628,-0.009365217,0.131387938
TIGD4,0.142763297,-0.06975778,0.061120345,-0.068660527,0.085808189
TIGD5,0.361648531,-0.137982817,0.286174859,-0.080720428,0.100764877
TIGD6,0.263432273,-0.094412655,-0.008633993,-0.008423866,-0.057313576
TIGD7,0.050535339,0.111514412,-0.120639612,0.099218762,0.071490562
TIGIT,-0.170775997,-0.093815633,0.08699671,-0.314996676,-0.220472211
TIMD4,-0.485871775,0.347029949,-0.335697832,0.349051823,0.085904481
TIMELESS,-0.105916967,0.190031623,-0.10719697,0.196053535,0.204304869
TIMM10,0.407305924,-0.027065251,0.104493069,0.015260882,0.105894469
TIMM13,0.267868324,0.012926113,0.096355264,0.020102384,0.110466705
TIMM17A,0.291005422,0.044568339,0.017046443,0.092985865,0.168550943
TIMM17B,0.31738586,-0.019204128,0.031207802,0.023574132,0.04790359
TIMM22,0.244683051,-0.0506406,0.245339388,0.001986216,0.197805138
TIMM23,0.159869949,0.061925807,-0.00262205,0.207321312,0.227404244
TIMM44,0.264687294,0.015214684,0.185937566,0.059982464,0.23009172
TIMM50,0.368343115,-0.078626998,0.184166775,0.008113694,0.080110516
TIMM8A,0.150187591,0.115245355,0.092517089,-0.031301925,0.198783941
TIMM8B,0.398952492,-0.042943883,0.009456551,0.083586309,0.082753516
TIMM9,-0.104165559,0.136239159,-0.1790986,0.196590682,0.175629527
TIMMDC1,0.129401766,0.039282459,0.14099012,0.061228428,0.226160493
TIMP1,0.279711497,-0.061025251,-0.075054539,0.110646051,-0.032203138
TIMP2,0.17066403,0.080810289,-0.12205653,0.047752496,-0.048567271
TIMP3,0.243361224,-0.066326109,-0.017540349,0.076302469,0.052427301
TIMP4,0.380916219,-0.060934519,0.070708961,0.031521206,0.15276712
TINAG,0.23433391,-0.135805471,0.08762172,-0.121333651,0.102213296
TINAGL1,0.269672978,-0.260045494,0.335182313,-0.235998623,-0.156529958
TINF2,0.101205282,0.123869814,0.024648861,0.088355886,0.290987563
TIPARP,0.289979064,-0.070950829,0.219074472,-0.021054528,0.316269216
TIPIN,0.393753965,-0.044709759,0.093824172,0.054325016,0.16319961
TIPRL,-0.021011738,-0.045438413,-0.100401999,0.060331789,-0.100287595
TIRAP,0.328425404,-0.051332256,0.271697847,-0.09854992,0.197049221
TJAP1,-0.093857302,0.066699512,0.008709806,0.024859123,0.044859196
TJP1,-0.207256224,0.003180434,-0.021226825,0.005062928,0.072852657
TJP2,0.133019461,0.049567068,-0.001363519,-0.017811116,0.011040241
TJP3,0.178329213,-0.077862246,0.094483085,-0.103947276,-0.056481292
TK1,-0.098942441,0.16152046,-0.081490405,0.021915267,-0.110144218
TK2,0.159853412,0.064377006,-0.013621853,0.060361054,0.138302317
TKT,0.151794764,0.160570465,-0.023412324,0.107679683,0.204707521
TKTL1,0.012449149,-0.036559114,-0.022481224,-0.006528624,-0.115971613
TKTL2,0.005940602,0.254354065,-0.124571777,0.260491733,0.245863752
TLCD1,0.378818986,-0.102602805,0.013708485,0.038310981,0.103236357
TLCD2,0.377789115,-0.032540498,0.114177686,0.0431575,0.126099246
TLE1,0.016922931,-0.133995422,-0.10097666,-0.105766534,-0.434912818
TLE2,-0.309668115,0.120034303,-0.026169917,0.103438365,0.193370513
TLE3,0.35981252,-0.125148372,0.196240536,0.038620774,0.143289471
TLE4,0.008899831,0.008095622,0.017049001,0.117537,0.067159207
TLE6,-0.068572895,0.243802097,-0.187696227,0.144306844,0.077450841
TLK1,0.285429952,-0.034179944,-0.010249428,0.161125925,0.110144852
TLK2,-0.277416226,0.090192184,-0.21264983,0.018980475,-0.003313348
TLL1,0.080218252,0.072227405,-0.17159319,0.120473912,-0.225434464
TLL2,0.083299005,0.140370739,-0.043553144,0.095885251,0.098261209
TLN1,0.024648066,0.138540519,-0.109026232,0.170111269,0.168592394
TLN2,0.330959647,-0.133820338,0.101409246,-0.119865216,-0.247687366
TLR1,0.157323991,0.115901299,-0.06786807,0.0381183,0.081855156
TLR10,-0.224094423,0.094507002,-0.135169722,0.041879829,-0.135661875
TLR2,-0.018489054,0.24726544,-0.183321595,0.179377293,0.149762224
TLR3,0.284553511,0.050596685,0.073670554,0.034950772,0.188937145
TLR4,0.329681368,-0.044861689,0.003939107,0.010393374,0.06283014
TLR5,0.267182934,-0.097656654,0.120497352,-0.068905453,-0.01755492
TLR6,0.044250694,0.151479537,-0.267558198,0.110413301,0.076687057
TLR7,0.346206247,0.009801752,0.025421521,0.057150253,0.067567976
TLR8,0.218820948,-0.307843023,0.306057549,-0.181013979,0.048782513
TLR9,0.22111186,-0.172869129,0.116826194,-0.052071785,-0.039291649
TLX1,0.255623105,-0.20582627,0.105759379,-0.11003832,-0.060827841
TLX1NB,0.019354357,0.126308201,-0.00656053,0.169394632,0.229644632
TLX2,-0.079181275,0.079124407,-0.00431184,-0.083845094,-0.070881841
TLX3,0.1199956,-0.035122222,0.047166529,-0.01891911,-0.058088102
TM2D1,-0.014274584,0.122188795,-0.15639647,0.22518852,0.085979589
TM2D2,0.319383643,-0.033410228,-0.010000168,0.073166973,0.03419197
TM2D3,0.266838424,-0.058403867,-0.015814865,0.100273308,-0.045798354
TM4SF1,0.031183558,0.067142452,0.035818606,0.03861393,0.014046552
TM4SF18,-0.018387699,0.049288596,0.106953315,0.086288729,0.21750692
TM4SF19,0.03624804,0.013587871,0.3011122,-0.03557106,0.259184136
TM4SF4,0.149331142,-0.011797624,0.177668028,0.188023509,0.480070062
TM4SF5,-0.096683724,-0.021257452,-0.11444995,-0.008197841,-0.278877659
TM6SF1,0.288046978,-0.046151482,0.346620269,-0.049967116,0.305245448
TM6SF2,-0.008347631,0.013149111,0.011382232,0.018967919,0.069348389
TM7SF2,0.453223372,-0.106661989,0.182511007,-0.061630965,0.102949054
TM7SF3,0.143273219,0.057857623,0.124195298,0.063433558,0.204092991
TM7SF4,-0.081993343,0.123379767,-0.303401899,0.420785719,0.077075898
TM9SF1,0.15459139,0.077704186,0.084135361,0.063067957,0.152037857
TM9SF2,-0.039034766,0.134910986,-0.021671791,0.139146662,0.127836892
TM9SF3,0.009056229,0.103308401,-0.028301872,0.126000641,0.187403078
TM9SF4,0.046016829,0.121516124,-0.146656397,0.188991375,0.11730929
TMBIM1,0.005177031,0.150683007,-0.063098306,0.175833578,0.237478145
TMBIM4,0.190333325,-0.017639381,0.11194544,0.032461043,0.108230096
TMBIM6,0.061715603,0.188923104,-0.220308178,0.138784174,0.108398053
TMC2,0.331756836,-0.373090667,0.337938687,-0.158626333,0.139599878
TMC3,-0.375593159,0.305135954,-0.177241532,0.224673945,0.059411099
TMC4,0.179454753,-0.036850308,0.186748127,-0.135309584,-0.045032891
