-0.0051106	-0.016704	-0.013982	-0.011202	0.011053	-5.6741e-05	-0.019892	0.0075524	0.004788	0.0029771	0.0087836	-0.0074926	-0.00052015	-0.014619	-0.0034232	-0.013104	-0.004406	0.0085916	0.0015856	-0.001937	-0.0026108	-0.018895	-0.016354	0.015924	0.0010854	-0.0013379	-0.0021175	-0.0046909	-0.0058761	-0.0073479	0.0033135	0.0023377	-0.0093278	0.0010752	0.0086476	0.0024159	0.0052191	0.0077222	-0.011689
0.011782	0.0043539	0.0029236	0.022941	-0.012068	-0.002456	0.012432	-0.00063221	-0.011222	-0.0017926	0.0080053	-0.01829	-0.0086841	0.0062137	-0.0033753	0.00038383	-0.0037917	-0.01146	-0.013189	0.021072	-0.0038479	-0.0068967	0.0077777	-0.0097067	-0.0022641	0.010664	0.0033009	0.018078	0.012967	0.013504	0.0072823	-0.0026461	0.012049	-0.0014422	0.0082139	0.0028796	-0.00017864	-0.004066	0.0023651
-0.0035282	-0.010676	-0.014544	-0.0039208	0.013353	0.010156	0.0010008	-0.012337	0.0053871	0.0030303	0.011526	0.0066557	-0.0043322	-0.0081805	-0.0081982	-0.0035257	0.011706	0.015052	0.012545	0.0035348	0.0080585	-0.019797	-0.0096266	0.0047277	0.0077166	0.010624	-0.0038938	-0.01196	-0.0064911	-3.0819e-05	-0.0076096	-0.0060494	-0.0084367	-0.010457	-0.0059174	-0.0041013	-0.0026397	-0.0082154	-0.041896
-0.0045905	-0.0098169	1.8171e-05	-0.0081455	-0.0081535	-0.0035555	0.0060226	0.010166	0.006496	-0.0097048	0.0062529	-0.0091963	0.0051726	-0.0046999	-0.003822	-0.0013785	-0.011541	-0.0088451	-0.0058373	-0.0016978	0.0050911	0.0025074	-0.0089017	-0.0088566	-0.0042509	0.0083621	-0.0081313	-0.016509	-0.003085	0.002321	0.0019491	0.00086225	-0.0093978	-0.0052298	-0.0060296	-0.01533	-0.0044397	-0.013435	0.0030363
0.015079	0.011301	0.011113	-0.011019	-0.0053974	0.00064462	0.0021019	-0.00244	-0.020679	-0.022608	0.031274	-0.0013902	-0.018407	0.0049604	-0.0088102	0.028369	0.0029498	-0.015468	-0.002142	0.005832	-0.0050332	5.9366e-05	0.014425	-0.018773	-0.0010456	-0.011437	-0.00051476	-0.00951	0.00019168	-0.033546	0.017157	-0.0028749	0.02432	0.0014817	-0.004793	0.0049224	0.014261	0.0060165	0.025587
-0.001194	0.017987	0.011301	0.01763	-0.011605	-0.002249	0.0038065	0.013525	0.0076421	-0.0079366	-0.013125	0.038045	0.0082139	0.011876	-0.027897	0.030845	-0.0068662	0.0084912	0.0047536	0.0078417	-0.00018125	0.022324	0.020187	0.011545	-0.0024863	-0.0061218	-0.0094313	0.016924	0.021531	0.0030646	-0.0092696	-0.027161	0.0068099	0.023765	0.0067389	0.0075796	0.012696	0.010071	0.032325
-0.012784	-0.014517	-0.010279	-0.0056565	0.0029327	0.0011635	0.0038737	-0.0099697	0.0023759	0.010143	-0.0069235	-0.0026199	0.0022288	-0.0074665	-0.010844	-0.0086722	-0.0020199	0.0097599	0.0014397	0.0034457	0.0023243	-0.0056872	-0.0016217	0.0091359	0.0057725	0.0059498	-0.010153	-0.010642	-0.0031923	-0.0096538	-0.011385	-0.0059284	-0.0087593	-0.0061923	-0.0030147	-0.0053935	0.0062033	0.00056187	-0.0040402
-0.0067017	0.011326	0.0065488	0.0085736	-0.00089221	-0.0094752	-0.010145	-0.0050563	-0.012195	-0.017273	0.007817	-0.0033476	-0.0056145	0.017359	0.0041888	0.011799	0.0014597	0.0050321	-0.0045522	0.0020863	0.0080205	0.0046245	-0.0027673	-0.012608	-0.004283	-0.0055028	-0.0046439	-0.0052785	0.0075287	0.015591	0.0031598	0.00044966	0.014727	-0.00062519	-0.0068413	0.0037727	0.0088625	0.012197	0.025075
0.016035	0.013537	-0.0044573	0.0041789	0.016709	0.0091462	0.013092	0.001145	0.0024907	0.028475	0.012003	-0.013862	0.0075591	0.023588	0.025493	0.026893	-0.0049476	0.0018928	-0.0072499	-0.0034313	-0.011576	0.012323	0.0027803	0.0029231	-0.0033727	-0.013941	-0.0044342	0.0097736	-0.012165	0.0072251	-0.00064692	-0.003429	0.018104	0.017393	0.026594	0.014745	0.018822	0.0087456	-4.9381e-05
-0.0014691	0.0059034	0.0022589	-0.005146	0.0019577	0.0023175	0.0031187	-0.018559	0.0045982	0.0062396	-0.0080439	0.0080438	0.0056102	-0.0039706	0.0052036	3.6862e-05	0.0063407	-0.0047046	-0.0042234	-0.013066	-0.01406	-0.012871	-0.0064064	0.0037508	-0.0028728	0.0018358	-0.004884	-0.012684	-0.0025008	-0.0053083	-0.0081751	-0.0084745	-0.016943	-0.0072623	-0.01276	-0.010044	-0.0059543	-0.0025857	-0.0081381
