0.0078284	-0.0090788	0.01097	-0.00764209	0.0102728	-0.00773607	0.0028757	0.00541785	0.00160604	0.015543	0.00652946	-0.0100044	0.000515855	0.00397559	-0.00392545	-0.0142309	0.0116389	-0.000263201	0.0032232	0.00508053	-0.0217869	0.000235073	-0.0140632	-0.0112543	-0.0107327	-0.00521072	-0.00234646	0.00619479	0.0415857	-0.00166285	0.00786972	0.00116531	-0.0117921	-0.0214146	0.00417363	-0.00149022	-0.00177337	0.00192751	-0.00360466	0.00969254	0.0178508	-0.00850401	-0.00943955	0.00398787	-0.00236809	-0.0166839	-0.0105308	-0.00286872	0.00957043	0.00454474	0.00366907	-0.0156095	0.00662003	-0.00781199	-0.0085841	-0.00408611	0.00014204	0.0134649	0.0140536	0.00917309	0.01068	0.0104119	-0.005551	0.00138537	-0.00641234	0.0124324	0.00536047	-0.0218069	-0.00139829
-0.00490639	0.00156437	-0.00455161	-0.0101023	0.00378872	0.00484435	0.000533404	-0.00783584	0.00727316	-0.000808206	0.000637587	0.0112015	-0.00406119	0.0053669	-0.00308412	-0.000652893	-0.00651489	0.00016716	0.000553243	0.00557297	0.0160762	0.00362988	0.000476812	-0.010557	0.00112327	-0.00223543	0.000556472	0.00342893	-0.00233714	0.0032245	0.0037682	-0.00633735	-0.00226182	0.00977497	-0.0033052	-0.00270212	-0.00237604	0.000742755	-0.0057694	0.0019362	-0.00629425	0.00322581	0.0120373	0.00163629	0.00319293	0.00715661	-0.00813266	-0.00497094	-0.00756546	0.00150346	0.00294488	-0.000229423	-0.00461111	0.00274098	-0.00350059	0.005122	0.0239649	0.000698986	-0.00252481	-0.00682121	-0.00103009	-0.00152241	-0.0103823	-0.0033601	0.00297533	0.000183262	-0.00443188	0.00298909	-0.0108373
-0.00338185	0.0027975	-0.00619461	-0.00155055	0.00579308	-0.00861421	0.00213732	0.00497288	0.00190907	0.00693554	-0.00190629	0.00503403	-0.00160378	-0.0099632	0.0131992	-0.013488	0.000756165	-0.000201302	-0.00635942	0.00340825	-0.00461079	-0.00135094	0.00702626	0.00270146	-0.00603371	0.00168024	-0.00372535	-0.003463	0.00348245	0.0115958	-0.0010689	-0.00174699	-0.0168202	-0.00502404	0.000738188	0.00181932	0.0059259	-0.000113436	-0.00313146	0.00447658	-0.00667124	0.00336442	0.0105963	0.00537307	-0.00757932	0.00681806	-0.00829981	-0.00156123	0.00172421	-0.000973861	0.00181954	-0.0138175	-0.00174232	-0.00979273	0.00164482	-0.00419285	0.0315909	0.00581734	-0.00371416	0.00359944	0.00319207	0.00261467	0.000861954	-0.00230119	0.0060508	0.000929535	-0.00806621	-0.00506787	0.00174585
-0.000476858	0.00123101	0.00342468	-0.0117041	0.00929279	-0.00108043	0.0101214	0.00179246	0.000363898	0.00925533	-0.00327846	0.00126734	-0.000448316	0.00690926	-0.00237631	-0.0123175	0.00608677	-0.00224449	0.000921158	-0.00231871	-0.00602895	-0.00694813	-0.00696057	-0.00481676	-0.00500745	-0.00244581	-0.00626242	-0.00588783	0.0356019	0.0139175	0.00425856	-0.00213064	-0.00981651	-0.0157085	0.000530696	-0.00361122	-0.00176863	-0.00318967	-0.0078807	0.00579942	0.0135953	-0.00206492	0.002021	0.00318301	-0.00549707	-0.00916815	-0.00869105	0.00293709	0.00606683	0.00464224	-0.00560601	-0.00479247	0.00191162	-0.0142752	-0.00393297	-0.00631003	0.0223503	0.0120655	0.00619495	0.000538761	0.00668001	0.00454291	-0.00608974	-0.000516403	-0.00327628	0.00327538	0.00471067	-0.010455	-0.000105471
0.00246972	-0.00541231	0.000963205	-0.00897696	0.00501661	0.00495866	0.00991252	0.00336338	-0.00336293	0.00792435	-0.00638427	0.00408145	0.000804374	0.0139968	0.000401983	-0.00714316	0.00156615	-0.000821698	0.00445054	-0.00366991	-0.0129941	-0.00725274	-0.00702427	-0.00755708	-0.00404365	-0.00258105	-0.00557077	-0.00313643	0.035554	0.00413092	0.00156224	-0.0057958	-0.00642737	-0.0183957	4.97908e-5	0.000164071	-0.00217634	-0.00138017	-0.00608321	0.00869649	0.0100688	-0.000468363	0.00988583	0.0017401	-0.00103358	-0.00400021	-0.00757222	0.00725485	0.00229461	0.00318753	-0.00336345	-0.00684489	-0.000631753	-0.0156655	-0.00899602	-0.00898774	0.0231524	0.0110023	0.00598307	0.000594638	-0.00250707	0.007167	-0.00807591	0.0016721	-0.00671628	0.0019112	0.00597594	0.00326256	-0.00416711
-0.000183466	-0.01261	-0.000638187	-0.0158724	0.00288801	0.00804873	0.00951141	-0.00204538	-0.00340624	0.00568655	-0.00478124	0.00158756	-0.00148987	0.0278146	-0.00467314	-0.00442971	0.00557272	-0.00143942	0.00874915	-0.00490235	0.00136587	-0.00485868	-0.00827091	-0.00178282	0.00109535	-0.00223862	-0.000100343	-0.0024647	0.0304852	0.00420015	0.00355371	-0.00731666	-0.00138643	-0.00703146	-0.000704804	0.000265384	-0.00511889	-0.000676822	-0.00726163	0.0033756	0.0073406	0.0010286	0.0136538	-0.00193294	-0.00394068	0.00466017	-0.00842716	0.00720226	-0.00362299	-0.00053951	-0.00808968	-0.00663532	-0.0022377	-0.0130877	-0.00391354	-0.00952156	0.007948	0.00521121	0.00841739	-0.0024647	0.00333159	0.00572571	-0.00949743	0.00152935	-0.0132761	-0.00506468	0.00599514	0.0136778	-0.00198583
-0.0038039	-0.0014854	-0.00357431	-0.0131917	-0.000530576	0.00649108	-0.0023225	-0.000116303	-0.00312962	-0.0012454	-0.00631082	-0.00548014	-0.0018415	0.0247139	-0.00424602	-0.00130575	0.00327322	0.00236633	0.00609055	-0.00426065	0.00622089	-0.00112321	-0.00257295	-0.00168865	0.00517179	-0.00475109	0.00182185	-0.00305546	0.0221707	-0.000505631	0.00414874	-0.00854109	-0.00165938	0.00439239	-0.00194621	-0.00608327	-0.00195125	-0.00181909	-0.00255193	0.005261	-0.00318599	0.00938975	0.00822777	-0.00238714	0.000135682	0.00103456	-0.00904711	0.0030841	-0.0016682	-0.00406228	-0.00314621	-0.00131201	-0.00228733	-0.0119439	-0.0038408	0.00322197	0.0234935	-0.00011939	0.00512241	-0.00811269	0.0028187	-0.000396671	-0.00348322	0.00228814	-0.0112188	-0.00800583	0.00214348	0.0138567	-0.0016278
-0.00775915	-0.00116266	-0.00551343	0.0068437	-0.00259445	-0.00786521	-0.00310407	0.00871305	0.00772976	0.00758858	0.00591264	-0.00179251	0.00729227	-0.0131093	-0.00127219	-7.24923e-5	-0.0110197	0.00821948	0.00272464	0.0064507	0.0252699	0.00369693	0.0168197	-0.00211147	0.00177342	-0.00569564	-0.00425414	0.00611416	-0.024538	-0.000267121	-0.00151012	-0.0048478	-0.00320032	0.019505	-0.00338416	-0.00408707	-0.00477511	-0.00483475	-0.0110526	0.00262536	-0.00361207	0.00223777	0.00441552	0.00241008	0.00149089	-0.0003107	0.00728116	-0.00205011	-0.00549145	-0.000474106	0.00512798	-0.00139408	-0.00657021	-0.0115542	0.0057204	0.00216421	0.0115719	0.00623379	0.000124748	0.00557631	-0.00566869	-0.0129744	0.0020082	-0.00346484	0.00768026	-0.0102751	-0.00485113	0.00395787	-0.0067659
-0.00687068	0.000113639	-0.00344754	0.00359155	0.00627992	-0.00524219	0.00274089	-6.53598e-5	-0.0015646	-0.00759289	-0.00170686	0.00572062	0.00600943	-0.0153412	0.00345316	-0.00114623	-0.00399051	-0.000428964	-0.00199859	0.00801293	0.0139181	-0.000618149	0.0108382	-0.00740719	-0.00132526	-0.00465973	-0.0115957	0.00571851	-0.00331042	0.00278412	0.00177013	3.72021e-5	-0.00314123	0.0107227	-0.000560947	-0.000491595	-0.00604736	-0.00527862	-0.00358679	-0.00164987	-0.000673396	0.0124418	-0.00492297	0.00489846	-0.0208996	0.0128257	-0.00225122	0.00551595	0.00101692	0.00269733	0.00190725	-0.0172065	-0.00581387	0.00238957	0.00223122	0.00552408	0.0385849	-0.0125721	-0.000263209	-0.0104743	-0.00577419	0.00227808	-0.00252215	-0.00637289	0.0139272	0.00311713	-0.00243459	-0.00016721	0.000350033
-0.00718401	-0.00213325	-0.00102053	-0.00865343	0.00115172	0.00776474	0.00357753	0.000128426	0.0128222	-0.0194011	0.000829122	0.00879537	-0.000742122	0.0111057	0.0017293	-0.000102622	0.000862896	0.00396574	-0.00422646	0.00131889	0.0104654	0.0125488	0.00238887	-0.0140155	0.00137327	-0.00655961	-0.0022988	0.00537385	-0.0232161	0.0112667	0.00142561	-0.00738555	-0.00401923	0.0183379	-0.00397207	0.00122556	0.00237532	-0.00974693	-0.010816	0.00426822	-0.0005396	0.0041903	0.0178199	0.00526732	-0.0136723	0.00625228	-0.00114237	-0.00603614	-0.00433025	0.00111056	0.000495668	-0.00918855	-0.00816749	-0.00469894	0.000806351	-0.000975592	0.0183217	0.00705118	-0.00482043	0.000782058	-0.0119936	0.000494372	0.00262568	0.00234285	0.00476168	0.00383536	-0.00988577	0.000476511	-0.000790618
